code,name,id,dis,typeTags,referencesTags,isAnalytics,kind,roots,unit
CLSTG6CMD,Cooling Stage 6 Command,"CLSTG6CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG6CMD-1, CLSTG6CMD-2, etc.","Cooling Stage 6 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 6 Command-1, Cooling Stage 6 Command-2, etc.",cool|cmd|stage,equipRef,FALSE,Bool,,
CLSTG6STS,Cooling Stage 6 Status,"CLSTG6STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG6STS-1, CLSTG6STS-2, etc.","Cooling Stage 6 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 6 Status-1, Cooling Stage 6 Status-2, etc.",cool|sensor|stage,equipRef,FALSE,Bool,,
CLSTG7CMD,Cooling Stage 7 Command,"CLSTG7CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG7CMD-1, CLSTG7CMD-2, etc.","Cooling Stage 7 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 7 Command-1, Cooling Stage 7 Command-2, etc.",cool|cmd|stage,equipRef,FALSE,Bool,,
CLSTG7STS,Cooling Stage 7 Status,"CLSTG7STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG7STS-1, CLSTG7STS-2, etc.","Cooling Stage 7 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 7 Status-1, Cooling Stage 7 Status-2, etc.",cool|sensor|stage,equipRef,FALSE,Bool,,
CLSTG8CMD,Cooling Stage 8 Command,"CLSTG8CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG8CMD-1, CLSTG8CMD-2, etc.","Cooling Stage 8 Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 8 Command-1, Cooling Stage 8 Command-2, etc.",cool|cmd|stage,equipRef,FALSE,Bool,,
CLSTG8STS,Cooling Stage 8 Status,"CLSTG8STS or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CLSTG8STS-1, CLSTG8STS-2, etc.","Cooling Stage 8 Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Cooling Stage 8 Status-1, Cooling Stage 8 Status-2, etc.",cool|sensor|stage,equipRef,FALSE,Bool,,
CLSTGCT,Cooling Stage Count,,<NAME> + - + <INTEGER>,cool|stage,equipRef,FALSE,Number,,
CLSTS,Cooling Status,,<NAME> + - + <INTEGER>,cool|sensor,equipRef,FALSE,Bool,,
CLTHRMPWR,Cooling Thermal Power,,<NAME> + - + <INTEGER>,cooling|power|sensor|thermal,deviceRef|equipRef,FALSE,Number,,kBTU/h
CMLC,Cooling Mode Lockout Command,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",cooling|cmd|disable,equipRef,FALSE,Bool,,
CMPFREQ,Compressor Frequency,,<NAME> + - + <INTEGER>,compressor|sensor|freq,equipRef,FALSE,Number,VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,
CMPRFET,Compressor Suction Temperature,,,compressor|entering|temp|refrig|sensor,equipRef,FALSE,Number,VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,temperature
CMPRFLT,Compressor Discharge Temperature,,,compressor|leaving|temp|refrig|sensor,equipRef,FALSE,Number,DOAS|VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,temperature
CMPSPCMD,Compressor Speed Command,,<NAME> + - + <INTEGER>,cmd|speed|compressor,equipRef,FALSE,Number,,
CMPSPFBK,Compressor Speed Feedback,,<NAME> + - + <INTEGER>,speed|compressor|sensor,equipRef,FALSE,Number,,
CMPSSCMD,Compressor Run Command,"CMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CMD-1, CMD-2, etc.",<NAME> + - + <INTEGER>,compressor|run|cmd,equipRef|deviceRef,TRUE,Bool,,
CMPST,Compressor Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.",<NAME> + - + <INTEGER>,compressor|state|run|sensor,equipRef|deviceRef,FALSE,Bool,AHUWSHPDZ|AHUWSHP|DOAS|HPZC,
CMST,Communication Status,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,comm|state|sensor,commRef|deviceRef,FALSE,Bool,WM|EM|NGM|HM|SM|CHWM|HWM|CWM|DWM|DHWM|BDWM|MUWM|WWM|TPDSP|PTDSP|SPDSP|LTGW|WLHUB|LWGW|WIFIRTR,
CN,Condensate Status,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",condensate|sensor,equipRef|deviceRef,FALSE,Bool,CHB,
CNDFFREQ,Condenser Fan Frequency,,,condenser|fan|freq|sensor,equipRef,FALSE,Number,VRFOUACHP,frequency
CNDFSPCMD,Condenser Fan Speed Command,,<NAME> + - + <INTEGER>,condenser|cmd|speed|fan,equipRef,FALSE,,,
CNDRFLT,Condenser Refrigerant Leaving Temperature,,,refrig|condenser|leaving|temp|sensor,equipRef,FALSE,Number,VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,pressure
CNDRFPR,Condenser Refrigerant Pressure,,,refrig|condenser|pressure|sensor,equipRef,FALSE,Number,DOAS|VRFOUACHP|VRFOUACHR|VRFOUWCHP|VRFOUWCHR,pressure
CNDRFSTT,Condenser Refrigerant Saturation Temperature,,,refrig|condenser|saturated|temp|sensor,equipRef,FALSE,Number,,pressure
CNPST,Condensate Pump Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.","Condensate Pump Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Condensate Pump Status-1, Condensate Pump Status-2, etc.",condensate|pump|state|run|sensor,deviceRef|equipRef,FALSE,Bool,,
CNTMDCFG,Control Mode Configuration,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",mode|config|sp,deviceRef|equipRef,FALSE,Str,ENV,
CPULD,CPU Usage,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,cpu|load|sensor,deviceRef,FALSE,Number,,%
CTBYPVCMD,Cooling Tower Bypass Valve Command,,<NAME> + - + <INTEGER>,coolingTower|condenser|water|bypass|valve|cmd,equipRef,FALSE,Number,CWPL,
CWBYPVCMD,Condenser Water Bypass Valve Command,,<NAME> + - + <INTEGER>,condenser|water|bypass|valve|cmd,equipRef,FALSE,Number,,
CWBYPVFBK,Condenser Water Bypass Valve Position Feedback,,<NAME> + - + <INTEGER>,condenser|water|bypass|valve|sensor,equipRef,FALSE,Number,,
CWDPR,Condenser Water Differential Pressure,,"Condenser Water Differential Pressure or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Condenser Water Differential Pressure-1, Condenser Water Differential Pressure-2, etc.",condenser|water|delta|pressure|sensor,equipRef|deviceRef,FALSE,Number,CHWPL|CWPL,pressure
CWDPRSP,Condenser Water Differential Pressure Setpoint,,"Condenser Water Differential Pressure Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Condenser Water Differential Pressure Setpoint-1, Condenser Water Differential Pressure Setpoint-2, etc.",condenser|water|delta|pressure|sp,equipRef|deviceRef,FALSE,Number,CWPL,pressure
CWISOVCMD,Condenser Water Isolation Valve Command,"CWISOVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CWISOVCMD-1, CWISOVCMD-2, etc.","CW Iso Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : CW Iso Valve Command-1, CW Iso Valve Command-2, etc.",condenser|isolation|water|valve|cmd,equipRef,FALSE,Number,CH|CT,
CWISOVFBK,Condenser Water Isolation Valve Position Feedback,"CWISOVFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CWISOVFBK-1, CWISOVFBK-2, etc.","CW Iso Valve Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : CW Iso Valve Feedback-1, CW Iso Valve Feedback-2, etc.",condenser|isolation|water|valve|sensor,equipRef,FALSE,Number,,
CWVCMD,Condenser Water Valve Command,"CWVCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : CWVCMD-1, CWVCMD-2, etc.","Condenser Water Valve Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Condenser Water Valve Command-1, Condenser Water Valve Command-2, etc.",condenser|water|valve|cmd,equipRef,FALSE,Number,AHU|AHUWSHPDZ|AHUWSHP|DOAS|RTU|FCU,
CWVFBK,Condenser Water Valve Position Feedback,,<NAME> + - + <INTEGER>,condenser|water|valve|sensor,equipRef,FALSE,Number,AHU|RTU|FCU,
DACO2,Discharge Air CO2,"DACO2 or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DACO2-1, DACO2-2, etc.","Discharge Air CO2 or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air CO2-1, Discharge Air CO2-2, etc.",discharge|air|co2|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|CRAC|CRAH|RTU|HP|FCU|VAV,ppm
DADCMD,Discharge Air Damper Command,"DADCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADCMD-1, DADCMD-2, etc.","Discharge Air Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Damper Command-1, Discharge Air Damper Command-2, etc.",discharge|air|damper|cmd,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|VAVPD|VAVPDRH,percentage
DADCMDCL,Discharge Air Damper Command Closed,"DADCMDCL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADCMDCL-1, DADCMDCL-2, etc.","Discharge Air Damper Command Closed or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Damper Command Closed-1, Discharge Air Damper Command Closed-2, etc.",discharge|closed|air|damper|cmd,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|VAVPD|VAVPDRH,percentage
DADCMDOP,Discharge Air Damper Command Open,"DADCMDOP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADCMDOP-1, DADCMDOP-2, etc.","Discharge Air Damper Command Open or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Damper Command Open-1, Discharge Air Damper Command Open-2, etc.",discharge|open|air|damper|cmd,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|VAVPD|VAVPDRH,percentage
DADCTSPR,Discharge Air Duct Static Pressure,"DADCTSPR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADCTSPR-1, DADCTSPR-2, etc.","Discharge Air Duct Static Pressure or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Duct Static Pressure-1, Discharge Air Duct Static Pressure-2, etc.",discharge|air|pressure|sensor,equipRef,FALSE,Number,ACU|AHU|DOAS|RTU|FCU,pressure
DADCTSPRSP,Discharge Air Duct Static Pressure Setpoint,"DADCTSPRSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADCTSPRSP-1, DADCTSPRSP-2, etc.","Discharge Air Duct Static Pressure Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Duct Static Discharge Pressure Setpoint-1, Duct Static Discharge Pressure Setpoint-2, etc.",discharge|effective|air|pressure|sp,equipRef,FALSE,Number,ACU|AHU|DOAS|RTU,pressure
DADFBK,Discharge Air Damper Feedback,"DADFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DADFBK-1, DADFBK-2, etc.","Discharge Air Damper Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Damper Feedback-1, Discharge Air Damper Feedback-2, etc.",discharge|air|damper|sensor,,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|VAVPD|VAVPDRH,
DADHRHSP,Discharge Air Dehumidification Relative Humidity Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,discharge|air|humidity|dehumidify|sp,equipRef,FALSE,Number,,percentage
DADWP,Discharge Air Dewpoint,,<NAME> + - + <INTEGER>,discharge|air|dewPoint|sensor,,FALSE,Number,,temperature
DAFLW,Discharge Air Flow,"DAFLW or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DAFLW-1, DAFLW-2, etc.","Discharge Air Flow or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Flow-1, Discharge Air Flow-2, etc.",discharge|air|flow|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,AHU|MAU,volumetric flow
DAFLWSP,Discharge Air Flow Setpoint,"DAFLWSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DAFLWSP-1, DAFLWSP-2, etc.","Discharge Air Flow Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Flow Setpoint-1, Discharge Air Flow Setpoint-2, etc.",discharge|air|flow|sp,equipRef,FALSE,Number,ACU|AHU|RTU|FCU,volumetric flow
DAHUMRHSP,Discharge Air Humidification Relative Humidity Setpoint,<CODE> + - + <INTEGER>,<NAME> + - + <INTEGER>,discharge|air|humidity|humidify|sp,equipRef,FALSE,Number,,percentage
DARH,Discharge Air Rel Humidity,"DARH or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DARH-1, DARH-2, etc.","Discharge Air Rel Humidity or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Rel Humidity-1, Discharge Air Rel Humidity-2, etc.",discharge|air|humidity|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|CRAC|CRAH|DOAS|RTU|HP|VAV,percentage
DARHSP,Discharge Air Humidity Setpoint,"DARHSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DARHSP-1, DARHSP-2, etc.","Discharge Air Humidity Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Humidity Setpoint-1, Discharge Air Humidity Setpoint-2, etc.",discharge|humidity|sp|air,equipRef,FALSE,Number,DOAS,percentage
DASDST,Discharge Air Smoke Detected Status,<ABBREVIATION> + <INTEGER> - e.g. SD1 or SD778,,discharge|smoke|state|sensor,deviceRef|equipRef,FALSE,Bool,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|CRAC|CRAH|DOAS|RTU|MAU,
DAT,Discharge Air Temperature,"DAT or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DAT-1, DAT-2, etc.","Discharge Air Temperature or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Temperature-1, Discharge Air Temperature-2, etc.",discharge|air|temp|sensor,deviceRef|equipRef|dischargeEquipRef|inletEquipRef,TRUE,Number,ACU|AHU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|CRAC|CRAH|DOAS|RTU|CHB|HP|HPZC|MAU|FCU|FCUDACO|FCUZC|FCUZCCO|FCUZCCOD|VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,temperature
DATCLSP,Discharge Air Temperature Cooling Setpoint,"DATCLSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DATCLSP-1, DATCLSP-2, etc.","Discharge Air Temperature Cooling Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Temperature Cooling Setpoint-1, Discharge Air Temperature Cooling Setpoint-2, etc.",discharge|effective|cooling|air|temp|sp,equipRef,FALSE,Number,AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|DOAS|MAU|FCUDACO,temperature
DATHTSP,Discharge Air Temperature Heating Setpoint,"DATHTSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DATHTSP-1, DATHTSP-2, etc.","Discharge Air Temperature Heating Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Temperature Heating Setpoint-1, Discharge Air Temperature Heating Setpoint-2, etc.",discharge|effective|heating|air|temp|sp,equipRef,FALSE,Number,DOAS,temperature
DATSP,Discharge Air Temperature Setpoint,"DATSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DATSP-1, DATSP-2, etc.","Discharge Air Temperature Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Air Temperature Setpoint-1, Discharge Air Temperature Setpoint-2, etc.",discharge|effective|air|temp|sp,equipRef,FALSE,Number,ACU|AHU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|CRAH|DOAS|RTU|MAU|FCU|FCUDACO|VAV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,temperature
DCV,DC Voltage,"DCV or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DCV-1, DCV-2, etc.",DC Voltage,dc|elec|magnitude|sensor|volt,equipRef|deviceRef|siteRef|spaceRef,TRUE,Number,PDU|EM|UPS,Electric Potential
DFCMD,Discharge Fan Command,"DFCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFCMD-1, DFCMD-2, etc.","Discharge Fan Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Command-1, Discharge Fan Command-2, etc.",discharge|fan|run|cmd,equipRef,FALSE,Bool,ACU|AHU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|RTU|DAF|DFANW|CHB|HP|MAU|FCU|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAV|VAVFPS|VAVFPP,
DFFREQ,Discharge Fan Frequency Feedback,,<NAME> + - + <INTEGER>,discharge|fan|vfd|freq|sensor,deviceRef|equipRef,FALSE,Number,,frequency
DFI,Discharge Fan Current,"DFI or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFI-1, DFI-2, etc.","Discharge Fan Current or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Current-1, Discharge Air Fan Current-2, etc.",discharge|fan|current|sensor,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|DAF|DFANW|HP|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAVFPS|VAVFPP,amperage
DFMDSP,Discharge Fan Speed Mode Status,,<NAME> + - + <INTEGER>,discharge|fan|mode|sp,equipRef,FALSE,Number or Str,AHUWSHPDZ|AHUWSHP,
DFP,Discharge Fan Power,"DFP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFP-1, DFP-2, etc.","Discharge Fan Power or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Power-1, Discharge Fan Power-2, etc.",discharge|fan|power|sensor,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|DAF|DFANW|HP|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAVFPS|VAVFPP,power
DFSPCMD,Discharge Fan Speed Command,"DFSPCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFSPCMD-1, DFSPCMD-2, etc.","Discharge Fan Speed Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Speed Command-1, Discharge Fan Speed Command-2, etc.",discharge|cmd|speed|fan,equipRef,FALSE,,AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|DAF|FCUVRFZC,
DFSPCMDH,High Discharge Fan Speed Command,"DFSPCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFSPCMD-1, DFSPCMD-2, etc.","Discharge Fan Speed Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Speed Command-1, Discharge Fan Speed Command-2, etc.",high|discharge|cmd|speed|fan,equipRef,FALSE,Bool,,
DFSPCMDL,Low Discharge Fan Speed Command,"DFSPCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFSPCMD-1, DFSPCMD-2, etc.","Discharge Fan Speed Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Speed Command-1, Discharge Fan Speed Command-2, etc.",low|discharge|cmd|speed|fan,equipRef,FALSE,Bool,,
DFSPFBK,Discharge Fan Speed Feedback,"DFSPFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFSPFBK-1, DFSPFBK-2, etc.","Discharge Fan Speed Feedback or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Speed Feedback-1, Discharge Fan Speed Feedback-2, etc.",discharge|speed|fan|sensor,equipRef,FALSE,Number,,
DFST,Discharge Fan Status,"DFST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DFST-1, DFST-2, etc.","Discharge Fan Status or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Discharge Fan Status-1, Discharge Fan Status-2, etc.",discharge|fan|run|sensor,deviceRef|equipRef,FALSE,Bool,ACU|AHU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|AHUWSHPDZ|AHUWSHP|RTU|DAF|DFANW|HP|FCUDACO|FCUVRFZC|FCUZC|FCUZCCO|FCUZCCOD|FCUZCHOE|VAVFPS|VAVFPP,
DHCMD,Dehumidify Command,,,cmd|dehumidify,equipRef,FALSE,Bool,,
DHWTT,Domestic Hot Water Tank Temperature,"WTRTEMP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : WTRTEMP-1, WTRTEMP-2, etc.",<NAME> + - + <INTEGER>,tank|domestic|hot|water|temp|sensor,deviceRef|equipRef|enteringEquipRef|leavingEquipRef,TRUE,Number,DHWST|DEWH|DGWH|RCP,temperature
DIMCMD,Dimming Command,Defines the unique identifier of an entity in system using a Ref value type,"Dimming Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Dimming Command-1, Dimming Command-2, etc.",load|cmd,equipRef|deviceRef,FALSE,,,
DLTLVLSP,Daylighting Light Level Setpoint,Defines the unique identifier of an entity in system using a Ref value type,<NAME> + - + <INTEGER>,daylighting|light|level|sp,equipRef|spaceRef|lightingZoneRef|deviceRef,FALSE,Number,LCM,Percent
DPRCMDCL,Damper Command Closed,"DPRCMDCL or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DPRCMDCL-1, DPRCMDCL-2, etc.","Damper Command Closed or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Damper Command Closed-1, Damper Command Closed-2, etc.",closed|air|damper|cmd,equipRef,FALSE,Number,,percentage
DPRCMDOP,Damper Command Open,"DPRCMDOP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DPRCMDOP-1, DPRCMDOP-2, etc.","Damper Command Open or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Damper Command Open-1, Damper Command Open-2, etc.",open|air|damper|cmd,equipRef,FALSE,Number,,percentage
DPRREQ,Damper Requests,"DPRREQ or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : DPRREQ-1, DPRREQ-2, etc.","Damper Requests or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Damper Requests-1, Damper Requests-2, etc.",damper|sp|request,equipRef,FALSE,Number,ACU|AHUDFVCO|AHUDFVCOEC|AHUDFVCOECEFV|AHUDFVCOECPH|AHUDFVCOECPHEFV|VAVCDAFC|VAVCO|VAVEH|VAVFPS|VAVFPP|VAVHO|VAVPD|VAVPDRH|VAVRH|VAVV|SAVCO|SAVRH,
DRSTS,Dryer Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.",<NAME> + - + <INTEGER>,dryer|state|run|sensor,deviceRef|equipRef,FALSE,Bool,,
DT,Water Delta Temperature,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",delta|temp|water|sensor,deviceRef|equipRef,FALSE,Number,ENV,°F
DTSP,Water Delta Temperature Setpoint,Defines the unique identifier of an entity in system using a Ref value type,"Custom display name for the entity. e.g. ""Forrest Hills"", ""Air Handler 1"", etc.",water|delta|temp|sp,deviceRef|equipRef,FALSE,Number,ENV,°F
DWPR,Domestic Water Pressure,,<NAME> + - + <INTEGER>,domestic|water|pressure|sensor,equipRef|deviceRef,FALSE,Number,BSP|DWS,pressure
DWSTS,Dishwasher Status,"ST or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ST-1, ST-2, etc.",<NAME> + - + <INTEGER>,dishwasher|state|run|sensor,deviceRef|equipRef,FALSE,Bool,,
EADCMD,Exhaust Air Damper Command,"EADCMD or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EADCMD-1, EADCMD-2, etc.","Exhaust Air Damper Command or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Damper Command-1, Exhaust Air Damper Command-2, etc.",air|exhaust|damper|cmd,equipRef,FALSE,Number,ACU|AHU|DOAS|RTU|GEF|VAV|EAV,percentage
EADCTSPR,Exhaust Air Duct Static Pressure,"EADCTSPR or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EADCTSPR-1, EADCTSPR-2, etc.","Exhaust Air Duct Static Pressure or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Duct Static Pressure-1, Exhaust Air Duct Static Pressure-2, etc.",exhaust|air|pressure|sensor,equipRef,FALSE,Number,AHU,pressure
EADCTSPRSP,Exhaust Air Duct Static Pressure Setpoint,"EADCTSPRSP or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : EADCTSPRSP-1, EADCTSPRSP-2, etc.","Exhaust Air Duct Static Pressure Setpoint or if more than 1 in the equip/device, use <NAME> + - + <INTEGER>  : Exhaust Air Duct Static Pressure Setpoint-1, Exhaust Air Duct Static Pressure Setpoint-2, etc.",exhaust|effective|air|pressure|sp,equipRef,FALSE,Number,AHU,pressure
EADFBK,Exhaust Air Damper Feedback,"ADFBK or if more than 1 in the equip/device, use <CODE> + - + <INTEGER>  : ADFBK-1, ADFBK-2, etc.",<NAME> + - + <INTEGER>,air|exhaust|damper|sensor,,FALSE,Number,ACU|AHU|DOAS|RTU|GEF|EAV,
